flowX,flowY,intensity
0.848108,-0.567562,2.69451
-1.17186,-0.762156,3.60036
0,0,0
-1.90511,-1.16705,4.52891
0,0,0
-0.898597,-0.694739,3.17906
0,0,0
0.204641,-0.250035,1.12877
0,0,0
0.483606,-0.2336,2.01906
0.768036,0.911681,3.48863
0.150197,1.26535,2.59678
-0.0808451,1.07388,1.88214
-0.173779,1.66345,2.76254
0.880569,2.76134,8.13251
1.996,2.49451,9.14021
1.87872,0.982285,4.86806
1.76805,1.22666,5.34267
1.37163,-1.55074,4.85188
-0.198149,-2.4757,5.64379
0.4528,-1.42813,1.36304
1.69171,-1.11261,4.05446
-0.598158,-1.18035,3.20342
-0.669791,0.43197,0.94634
0.957163,3.78213,8.43799
2.66624,3.52588,9.44432
1.56646,-1.33829,5.07259
0,0,0
0.775327,-0.120848,3.6106
0,0,0
0.947356,2.3542,2.37075
0,0,0
-1.22913,1.59253,0.363629
0,0,0
-1.45304,0.365548,0.839642
-0.905537,-1.16689,2.63528
-0.846854,-0.76614,3.22668
0.00861775,0.429759,1.22924
0.169983,1.54625,0.347608
-0.349498,2.83287,0.792771
-1.80464,2.4128,1.98141
-1.53178,2.33956,2.13584
-1.02566,2.70027,2.17779
0.144631,2.14282,1.54216
-0.0225268,1.7059,1.27934
-0.82213,0.7633,2.34775
-0.524338,-1.38612,10.0712
-3.77934,-2.2334,0.722175
-3.68586,-1.69038,2.7626
-2.6069,0.175952,2.53048
-1.47841,1.34182,2.33304
-1.26732,-0.512623,1.43332
0,0,0
0.26801,-1.81686,1.87424
0,0,0
2.50717,-0.804524,3.15639
0,0,0
2.45229,-0.10202,3.54708
2.79676,0.652877,3.8069
2.63423,1.33592,3.4583
2.04529,1.95746,2.37264
1.72578,1.02361,2.95813
0.737416,0.402822,1.72516
-0.658071,-0.432712,1.32011
-1.32355,-1.93567,1.26211
-0.952868,-1.18961,1.06913
-0.840602,-0.980643,2.32877
0.874482,-0.60384,5.71302
-0.244103,-0.644753,5.90853
-0.556449,-0.254335,7.06911
-0.805009,1.06214,5.55303
-0.774602,0.932501,2.66627
-1.09675,0.482799,2.36983
-1.65991,0.118139,1.70751
-1.25746,-0.384788,1.38922
-0.0368944,-0.316972,1.39324
0.971805,0.311857,1.85119
1.20328,0.923648,2.364
1.27761,1.42852,2.38235
0.484954,1.85873,2.05079
0.333271,1.91712,2.52026
0.568697,1.56341,2.14281
0.652317,1.3307,1.81927
-0.0194368,0.304743,1.48204
-0.300951,-0.203333,1.36569
0.345527,0.248099,0.938188
0.144158,0.655638,0.268542
-0.0510851,1.12237,0.613302
-0.185017,0.572614,1.0709
-0.393969,0.693111,1.4548
0.341861,1.54771,2.02101
0.0286043,1.28235,2.13244
-0.563422,0.764212,2.47877
-2.1832,0.152739,2.82317
-2.64229,-0.435892,3.25176
-2.04694,-0.485836,2.47578
-1.24806,-0.691351,1.98208
-1.74425,-0.910131,2.7333
-1.49161,-1.50158,2.38402
-1.19201,-0.905322,1.74765
-1.40053,-0.0721803,1.35954
-1.12677,0.37032,1.12351
-1.03157,0.559748,1.13044
-0.788681,0.0393682,0.898526
-0.661369,0.195335,1.20644
1.33385,-0.193988,5.39408
-0.0516828,0.158295,0.0367159
-0.00420192,0.131856,0.0182118
-0.0159561,0.0703352,0.0138551
0.00436443,0.0130922,0.0208044
0.0284728,-0.0597342,0.0210296
-0.0140558,-0.0819091,0.0182583
-0.0513362,-0.0542235,0.023478
-0.0666044,-0.0589056,0.0206799
-0.0322072,0.0285274,0.0103163
-0.0577036,0.0454387,0.00954041
-0.0684882,0.0984404,0.0295199
-0.0592676,0.047822,0.0266121
-0.0832384,-0.0166012,0.0165272
-0.078083,-0.0439912,0.0217777
-0.0758464,-0.0390837,0.0205988
-0.0436052,0.00636299,0.0197914
0.00156006,0.00436317,0.0228794
-0.0919947,-0.0286881,0.0310275
-0.0303294,-0.00359778,0.0261645
0.0119615,0.0139358,0.013327
-0.0238998,0.0351549,0.0102428
-0.0127745,-0.0272803,0.0168997
-0.0139641,-0.0351259,0.0256123
-0.0495652,-0.0294898,0.0254159
-0.128973,0.0029837,0.0131091
-0.120235,-0.00176652,0.0159191
-0.226959,0.0014059,0.0160762
-0.314911,0.015254,0.0185176
-0.350737,-0.0304049,0.0148559
-0.355366,-0.0152324,0.0224768
-0.336579,0.0102025,0.0145334
-0.246619,-0.00191423,0.0188567
-0.182674,0.0201849,0.0104249
-0.146517,-0.0302704,0.0100938
-0.167523,-0.0506159,0.0137995
-0.138019,-0.0136781,0.0121605
-0.171779,-0.00735459,0.0118649
-0.173408,-0.00785183,0.017923
-0.173665,0.0127458,0.0239909
-0.170077,-0.00499705,0.0187449
-0.163334,-0.0496445,0.017627
-0.219483,-0.144046,0.0241778
-0.342785,-0.166518,0.0242063
-0.431853,-0.203142,0.0156262
-0.430686,-0.205502,0.0173419
-0.351691,-0.23127,0.013836
-0.255399,-0.195458,0.0140644
-0.216571,-0.0945873,0.00132202
-0.216223,-0.0763902,0.00289689
-0.218198,-0.0397231,0.00446728
-0.223761,0.0132647,0.00742428
-0.198843,0.032917,0.000182597
-0.16584,-0.0113383,0.000159061
0.0775857,0.571584,0.0200447
-0.439106,0.0669179,0.00806394
-1.09302,0.185269,0.0102496
-1.38512,0.365927,0.014794
-1.3544,0.279027,0.0136685
-2.0688,0.190226,0.0213248
-3.21887,0.172827,0.0156901
-3.8571,0.323173,0.0189869
-4.36099,0.221647,0.0135543
-4.49584,-0.0731134,0.00885378
-5.20105,-0.653057,0.0140321
-5.53434,-0.274263,0.0298057
-5.36261,0.431831,0.120686
-4.60674,0.637457,0.326302
-4.6261,0.852327,1.18246
-4.97883,0.749392,1.24791
-4.3483,-0.365791,0.719117
-1.84547,-0.291947,0.191558
-0.475829,-1.12977,0.036013
1.77893,-1.08344,0.0818691
1.83638,-0.541336,0.0304172
2.98663,-0.270311,0.0698519
4.01183,-0.346464,0.0546259
4.96277,-1.5595,0.0235949
4.40447,-1.68915,0.0176155
3.32145,-0.75003,0.027553
2.74218,-0.18056,0.0240674
2.63002,0.306909,0.0265907
2.78948,1.7063,0.0179172
2.44145,1.6925,0.0109104
2.11219,0.943692,0.0090541
2.18951,-0.00832938,0.0131261
1.58883,-0.594509,0.00425721
0.852218,-0.859682,0.000810435
-0.13567,-0.983139,0.00110324
-1.04134,-0.920626,0.00219061
-1.56307,-0.113092,0.00193758
-1.54283,1.12496,0.00341026
-1.37859,1.41153,0.000938382
-1.24885,1.22083,0.00145677
-0.989963,0.193574,3.15873
-0.894662,-1.07198,4.14
-0.986775,-1.42954,3.40084
-1.32179,-0.55059,0.341927
0,0,0
-0.837728,0.223116,0.332662
-0.466881,0.632128,0.916519
1.00508,1.32537,2.36475
0,0,0
2.79153,0.276382,4.16833
3.58767,0.0260311,4.56814
2.91008,-0.0473073,3.70617
0,0,0
2.96771,0.220996,4.448
3.35402,0.0455319,4.81438
2.42299,0.116141,3.0996
0,0,0
1.65956,-0.269493,1.49969
0.36455,0.168529,1.19712
-0.785805,0.768746,1.0323
-1.36414,1.13322,1.43969
-1.94407,1.10592,1.61805
-1.88328,1.18651,1.48726
-1.58478,0.866708,0.297703
-1.55136,0.608609,1.26844
-1.40545,0.922248,0.632133
-1.39126,1.20931,0.848725
-0.68957,1.76709,2.0902
1.49934,1.33359,3.53639
0,0,0
1.62034,1.37027,3.17185
1.55266,1.36685,2.07122
2.45476,0.754175,2.53458
0,0,0
3.17624,1.0644,2.81218
4.01556,0.32869,3.06526
3.9716,-0.520355,2.4914
0,0,0
5.92438,-0.116878,2.57353
5.56472,0.353497,1.75757
2.36605,1.78085,6.67495
0,0,0
-2.23074,0.948851,0.0154583
-2.79042,0.573125,0.0139445
-1.58911,0.51004,0.043179
-1.0539,0.79634,0.111593
-0.487113,0.785476,0.185282
0.223526,0.856245,0.0825177
0.730527,0.454395,0.141773
1.48518,0.0972608,0.103847
2.42344,-0.111263,0.0608348
3.97968,0.389784,0.0364026
4.61948,1.16663,0.0384821
4.97868,0.548898,0.00917469
0,0,0
4.51396,0.431693,0.00844522
4.55934,0.129677,0.0101576
4.7898,-0.318743,0.00609583
0,0,0
5.85781,-1.39199,0.00734828
7.56694,-2.49595,0.00790311
2.57716,0.905774,0.0345084
0,0,0
-0.0567125,0.094997,0.0844063
-0.687127,-0.00358282,0.198903
-3.0796,0.0194538,0.760892
0,0,0
-1.46316,-0.454704,0.896556
-0.682353,0.0680273,0.247881
-0.793016,0.407276,4.02165
1.44692,-1.08145,8.78233
2.03267,-0.89411,6.10514
4.51017,-1.55232,5.03436
3.36207,-2.42204,5.06602
0.965046,-0.143759,0.311031
0.804888,-0.405992,0.595854
-3.26549,-1.45392,4.13384
-8.40069,-5.61848,16.2545
-5.46702,-4.09252,1.40292
0,0,0
-5.12646,-5.07468,0.417139
-5.77623,-4.60494,3.28287
-1.6794,-0.446061,3.11782
0,0,0
-4.15573,0.0834215,1.14799e-05
-4.13819,0.198674,1.64219e-05
-3.62017,0.442827,1.48521e-05
0,0,0
-3.86357,0.376663,1.33712e-05
-4.01372,0.323354,4.68076e-06
-4.26087,-0.184738,6.74457e-11
0,0,0
-4.68898,-0.0316752,1.21746e-05
-5.61983,0.439199,3.12748e-05
-6.10912,0.495584,3.90407e-05
-6.54886,0.628547,0.000418865
-6.49867,0.284004,0.000260729
-6.27241,0.119859,3.51271e-05
-5.76657,-0.191936,1.83491e-05
-5.87463,-0.319763,2.36105e-05
-5.92312,-0.0964391,5.8213e-05
-5.46757,-0.00664004,0.00875796
-5.42378,0.465392,0.0300217
-5.39868,0.812213,0.873483
0,0,0
-4.746,0.56975,2.20595
-4.21523,0.0408906,2.17518
-4.09232,-0.361999,1.67977
0,0,0
-4.41759,-0.689087,0.110741
-4.47214,-0.839278,0.028533
-3.84859,0.10275,0.00606926
0,0,0
-3.54664,0.0345473,0.00381585
-3.0102,0.434466,0.00503507
-2.64773,-0.365285,0.00595486
-2.21202,-0.409926,0.00787803
-1.61666,0.301952,0.008938
-1.42822,-0.106397,0.0267026
-1.49238,-0.00502798,0.0175101
-1.2645,-0.575044,0.0174316
-0.788395,-0.448188,0.0241652
-0.506027,0.0216653,0.0305755
-0.323264,0.942648,0.0363069
-0.328171,1.60287,0.0438709
-0.252834,1.7521,0.0435391
0.232968,1.14384,0.00261854
-0.0375699,0.158341,0.0187744
-1.27948,-0.486649,0.000470819
-2.27974,-1.63116,0.0272352
-2.83724,-1.81139,0.0198851
-3.02211,-1.24542,0.0285479
-2.73372,-0.446256,0.164698
-2.2085,0.277383,0.231109
-1.63742,1.02031,0.919638
-1.18809,1.56161,1.5129
-0.544072,1.59759,1.08612
0.107486,1.08765,0.617688
0.679322,0.239709,0.118741
1.1906,-0.363608,0.114718
1.68247,-0.945158,0.03842
1.83851,-1.60023,0.0257608
1.4112,-1.50758,0.0189716
0.849552,-1.24662,0.0215413
0.564206,-0.574628,0.0304304
0.601971,0.0447987,0.0253326
0.735109,0.760628,0.0102639
0.658198,1.43366,0.00533349
0.548425,1.51503,0.000976448
0.56342,0.859846,0.00299241
0.574904,0.0615968,0.000536367
0.128763,-0.573329,0.00139271
-0.421578,-0.303398,0.00223751
-0.581213,-0.785672,0.00420902
-0.256928,-1.65047,0.00066867
0.0557152,-1.77991,0.00522438
0.0311122,-1.49186,0.00285666
-0.0725641,-0.482944,0.00112025
-0.063744,0.364568,0.00108241
0.21483,1.26647,0.00122287
0.370599,2.08862,0.00154212
0.281893,2.15901,0.000953366
0.345047,1.51751,0.000391836
0.650081,0.482677,0.000203538
0.255011,-0.188216,0.00115502
-0.810483,-0.641484,0.0014842
-1.9305,-1.47931,0.00871409
-2.61594,-2.21987,0.0157114
-2.44314,-1.83559,0.0428533
-2.17778,-0.807375,0.0577951
-2.27608,-1.23918,0.0188545
2.52098,1.4262,0.000574411
1.38504,-3.15902,0.000279927
1.93519,-5.51699,0.0032899
2.48304,-3.68206,0.455492
2.66846,-2.49247,2.45963
4.57515,-3.53646,1.47335
6.29939,-0.905932,0.0394011
5.87771,2.89164,0.0347462
4.0866,4.21436,0.515484
3.03817,3.68798,1.8788
0.783688,2.79947,1.65955
0.481327,-0.847921,0.892167
0.240676,-2.26393,0.0687432
-0.0299538,-0.223735,0.459538
-0.12437,-0.966639,0.857264
-0.269688,-0.366318,0.21159
-1.15523,-0.888235,0.227343
-0.263,-2.60563,0.244588
1.91948,-3.35783,0.337757
1.5411,-0.769932,3.08967
0.486006,-0.00150645,15.1549
0.564762,0.208582,7.997
-2.02525,2.80195,4.89095
-4.27488,3.86991,5.60895
-4.46689,3.9887,7.96788
-3.95701,3.6054,5.45883
-3.43427,3.05461,3.88604
-4.44388,2.62576,1.74313
-5.77205,0.751897,4.73588
-8.89027,0.135868,6.60322
-11.3296,0.733233,6.01933
-10.8318,1.36411,1.50891
-9.27281,3.95809,1.77394
-5.52639,6.82244,4.72095
-2.22869,8.05424,4.93496
0.753858,8.34757,5.50235
2.10691,7.80713,8.70358
3.90669,5.73973,11.087
5.31762,3.13982,10.7072
6.12926,1.58513,7.76733
6.55234,0.995977,5.00244
6.54501,1.6207,3.62056
4.94977,2.84831,2.04605
4.32183,3.25982,1.71413
3.50895,2.97073,1.64921
1.3293,2.3743,0.718111
-0.521465,1.28633,1.41333
-0.633858,-0.603856,0.698231
-0.739469,-1.94362,0.561412
-1.39888,-2.79559,0.259753
-1.84272,-4.01195,1.23387
-1.79308,-3.9367,1.24426
-1.78852,-2.8122,0.557522
-2.10867,-0.680254,0.840627
-3.23437,0.216107,2.0049
-4.17695,-0.515047,1.96945
-3.4921,-1.43893,2.15243
-2.9498,-1.42898,2.39763
-0.989603,0.748033,0.752729
0.963196,2.71199,1.23718
0.751318,3.49444,1.68603
0.196913,2.92594,0.798835
0.299846,1.6611,0.322404
0.490853,0.551215,1.05104
0.756119,0.446954,1.17939
0.946565,1.68292,0.919157
1.54651,1.67898,1.02969
1.43056,0.260336,1.66391
0.736549,-1.11504,2.51979
-0.115382,-1.19244,2.53481
-0.987408,-1.62513,2.46265
-0.898921,-2.79817,3.25207
-1.29404,-3.06596,4.69797
-1.56153,-3.26615,3.79953
-1.37732,-2.26594,3.00844
-1.56588,-1.66491,2.64084
-1.30067,-0.534566,1.56963
-0.115744,1.61517,0.860852
0.567956,2.63791,1.29696
1.35697,1.4183,0.544923
2.31788,0.105051,0.802141
2.04201,0.817037,0.676006
1.73937,2.20224,1.07381
1.2639,2.13379,0.840191
1.31338,1.54375,10.1171
2.20241,-0.437014,2.23222
2.25189,-0.315453,1.31209
2.70271,-0.0115811,3.25839
3.12213,-0.220081,2.54194
3.09766,-0.74256,1.83863
2.79705,-1.00905,1.87332
1.75067,-0.783213,1.37956
0.8806,-0.709359,0.593255
0.504595,-0.80111,0.452942
0.216122,-0.137458,0.130275
0.296087,0.275384,0.382699
0.500306,0.182399,0.696891
0.430084,-0.0958827,0.684072
0.203404,-0.211151,0.174603
-0.0724391,-0.65865,0.71254
-0.983015,-0.939208,1.24865
-2.63879,-0.693875,0.847223
-3.72391,-0.121667,2.36688
-4.35688,-0.301902,3.39165
-4.14983,-0.397539,3.74795
-3.22692,0.440182,3.42781
-2.49532,0.53966,1.992
-1.91133,0.381502,0.654536
-1.3422,0.323813,0.2118
-0.649682,0.312764,0.258107
0.486026,0.654475,0.474141
0.782507,0.121583,0.551257
0.102822,-0.0719745,0.384113
-0.461158,0.135468,0.422866
0.255687,-0.292623,0.472626
1.3363,-1.13017,1.63686
1.3051,-1.07826,1.86278
0.583067,-0.339835,0.830151
0.404616,-0.117326,0.478147
0.392463,-0.0705064,0.357802
0.198895,-0.281581,0.548123
0.136208,0.0149012,0.262763
-0.0655321,-0.0868584,0.520886
0.0108889,-0.0803578,0.262089
0.198023,-0.060298,0.552189
0.286074,0.0279789,0.47513
0.369734,-0.0204426,1.1658
0.525428,-0.481952,1.71064
0.721162,-0.442734,1.95736
0.796621,0.433652,2.24206
0.342652,1.18907,2.51407
-0.419127,1.66282,2.65559
-1.54512,2.06797,2.54362
-2.448,2.32852,2.20213
-3.13992,0.457038,1.08519
-3.00818,-2.67791,5.40682
-2.44145,-2.7082,6.54007
-1.89632,-3.81101,1.36483
-3.27547,-4.26125,3.9868
-5.08044,-4.95799,12.3146
-4.74993,-2.80273,18.0831
-3.37878,-1.12573,37.7844
-0.589489,-0.27896,11.5835
-0.291908,0.933951,0.110154
0.240172,-0.12714,0.356146
0.910349,-1.93878,0.095616
1.52825,-1.29272,0.000214452
0.0170381,0.255175,9.66768e-05
0.43311,0.186396,0.206571
-0.958341,-2.41472,4.4675
-1.19725,-3.69497,4.44103
0.832031,-3.31755,0.203959
1.40935,-4.3809,1.16479
0.381778,-4.1293,3.90314
-0.372329,-3.82324,27.1466
-1.02568,-4.80728,5.91666
-1.43358,-2.87289,9.72514
-0.531906,-1.14558,4.71353
-0.209821,-0.645949,13.1081
-1.5524,-0.107334,10.5894
-2.25615,-2.01093,17.0335
-2.84539,-3.90289,18.6173
-3.48728,-4.92465,29.2735
-3.27319,-5.55422,17.5996
-3.44746,-4.54509,18.2518
-3.36536,-4.26875,50.5165
-4.56056,-4.3756,73.8518
-6.6084,-3.06361,17.3595
-6.99482,-1.2312,13.2413
-6.11545,-1.12763,24.6547
-5.64596,-0.505531,31.0775
-4.56239,0.127912,32.9369
-3.53185,2.52474,30.7888
-2.19499,6.1547,37.5837
-2.07276,2.80871,25.1008
-1.13842,-0.937705,23.6211
-1.12814,3.80366,36.9495
2.3441,-0.135676,26.0258
0.939837,-0.707132,48.0961
-1.39559,-0.930837,18.4779
-2.00614,-1.02122,8.34487
-2.23515,-0.513885,10.6227
-2.34459,0.0189915,0.775162
-2.04598,0.349266,0.721744
-1.64714,0.69272,0.533082
-1.75348,0.543902,0.360116
-1.55518,0.706541,0.408704
-0.517432,0.68995,0.207636
0.321535,0.393199,0.0698056
1.30473,0.36611,0.231954
2.18098,0.97557,0.385632
2.82838,0.365291,0.382485
2.55547,-0.041752,0.384059
2.04714,0.0571992,0.260059
2.15162,-0.133787,0.371152
1.9071,0.190688,0.358563
0.65123,0.685132,0.137958
0.0463659,0.614369,0.0730394
0.105985,0.835055,0.0716735
-0.175321,0.828909,0.0266277
-0.134435,0.852887,0.014816
0.462018,1.01065,0.00510207
1.25354,1.46634,0.00239566
2.15417,1.33746,0.00103729
2.50387,1.91631,0.00171302
0.541669,0.709335,1.00826
3.61123,-1.24065,3.81724
4.36545,-1.51814,3.88723
5.15657,0.135989,8.32081
6.38675,0.949124,8.73476
6.39831,0.681366,2.15268
4.7462,-1.33786,0.0441311
2.3172,-2.15832,0.0494524
1.10404,-1.55425,0.0559085
-0.79507,-1.04739,0.0576747
-2.09347,-1.26643,0.0653601
-3.24549,-0.548631,0.0457298
-2.78568,0.788209,0.0585279
-1.05917,-0.423855,0.0470249
0.248641,-1.89651,0.0201595
0.925316,-3.90673,0.0259627
1.67431,-4.01564,0.0224978
1.54762,-2.33933,0.0187834
1.18565,-1.01193,0.0103726
1.74279,0.388864,0.00521317
1.7833,1.69595,0.00986355
1.65392,2.56443,0.00904372
1.73437,2.43147,0.012952
1.95366,0.974767,0.0164156
1.23842,-1.06208,0.0369737
0.946457,-0.837408,0.0393604
0.50142,0.3407,0.0242538
0.254014,1.12978,0.0374393
-0.964989,1.51694,0.0440132
-0.0780736,0.968573,0.0352562
0,0,0
0.370464,-0.225979,0.0469482
1.90717,-1.87424,0.0516782
2.83231,-2.81828,0.0818886
3.40909,-1.70188,0.105876
3.34416,-0.184424,0.0496337
3.91672,-0.376689,0.0376313
2.22758,0.220937,0.0255174
0,0,0
1.92241,0.0145967,0.0544984
1.06067,0.197302,0.0881008
-0.135877,-0.214106,0.0980311
-0.931838,0.293629,0.125263
-1.36766,0.377916,0.0587142
-1.62497,-0.264662,0.0508133
-3.19357,-0.785865,0.0461853
0,0,0
-3.0234,-0.813563,0.0229518
-1.9925,-0.408351,0.011853
-1.75145,0.122888,0.00370807
-2.02297,0.489339,0.00565389
-2.00186,0.498022,0.00739118
-2.02417,-0.129499,0.00861262
-3.10143,-0.833706,0.0139141
-2.38644,-0.99158,0.184457
0,0,0
-0.594116,-0.940323,0.512628
1.14051,-0.73391,0.806262
2.03694,-1.05843,0.0108638
2.87872,-0.181866,0.0147164
2.72773,0.73496,0.0131115
3.61816,1.14255,0.0148543
3.61447,2.54301,0.0212197
0,0,0
3.44427,2.08545,0.0195327
3.20127,1.39471,0.0110384
3.38351,1.45682,0.0178761
2.13098,0.89749,0.0345351
0.903662,-0.258088,0.0585863
0.131508,-1.47267,0.0243347
-0.535254,-1.57813,0.00689591
0,0,0
-0.515422,-0.98598,0.0162498
-0.618509,-1.43811,0.0197635
-0.263919,-1.61438,0.0196958
-0.633424,-1.44057,0.0207201
-1.43167,-1.80696,0.0186274
-2.14589,-1.73294,0.0109528
-0.58343,-0.369253,1.18624
-0.553942,-0.530969,1.54188
0,0,0
0.20091,-0.110271,0.433697
0.55723,0.255239,0.437571
0.554619,0.356157,1.08955
0.514378,-0.0230718,0.589016
0.421675,-0.541507,0.540232
0.501202,-0.826507,1.13563
-0.00799218,-0.102967,0.437685
0,0,0
-0.0149885,0.526359,0.905803
0.33029,0.715359,1.36103
0.516717,0.206339,1.39252
0.7228,-0.00297615,1.62071
0.850652,0.100064,1.4539
0.886351,0.228788,1.96776
-0.082417,0.47223,0.907312
